package Sundance::rurban::2024; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2024 Critics Ratings, 18.1.2024 - 28.1.
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"Between the Temples" (Nathan Silver) [U.S. Dramatic]
 — A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher reenters his life as his new adult bat mitzvah student. Cast: Jason Schwartzman, Carol Kane, Dolly de Leon, Caroline Aaron, Robert Smigel, Madeline Weinstein. World Premiere. Available online for Public.

  — Launched in the late ’80s, educational software Mavis Beacon Teaches Typing taught millions globally, but the program’s Haitian-born cover model vanished decades ago. Two DIY investigators search for the unsung cultural icon, while questioning notions of digital security, AI, and Black representation in the digital realm. World Premiere. Documentary. Available online for Public.

Murtada Elfadl          https://variety.com/2024/film/reviews/seeking-mavis-beacon-review-1235880628/
#letterboxd
aramos96            10   https://letterboxd.com/aramos96/film/seeking-mavis-beacon/
mason               10   https://letterboxd.com/bracefacemase/film/seeking-mavis-beacon/
caitlinmaeb         10
Rianna              10   https://letterboxd.com/riannajl/film/seeking-mavis-beacon/
toughlovelace       10
mmessina1996        10
kfon                10
Chris_B             9   https://letterboxd.com/chrisbohme12/film/seeking-mavis-beacon/
mfilms              9   https://letterboxd.com/mfilms/film/seeking-mavis-beacon/
Alexander Hadden    8   https://letterboxd.com/alexanderhadden/film/seeking-mavis-beacon/
jillianchili        8   https://letterboxd.com/jillianchili/film/seeking-mavis-beacon/
Luke D'Agnese       7   https://letterboxd.com/lukedagnese/film/seeking-mavis-beacon/
jadenjs             7
Jordan Raup         7
poonamf             7   https://letterboxd.com/poonamf/film/seeking-mavis-beacon/
SparkIeMotion       7   https://letterboxd.com/sparkiemotion/film/seeking-mavis-beacon/
Marya E. Gates      7   https://letterboxd.com/oldfilmsflicker/film/seeking-mavis-beacon/
Addison Alley       7
redheadtristen      6   https://letterboxd.com/redheadtristen/film/seeking-mavis-beacon/
Christian           6   https://letterboxd.com/chrisrn/film/seeking-mavis-beacon/
Jacob Oller         4   https://letterboxd.com/jacoboller/film/seeking-mavis-beacon/

"Tendaberry" (Haley Elizabeth Anderson) [NEXT]
  — When her boyfriend goes back to Ukraine to be with his ailing father, 23-year-old Dakota anxiously navigates her precarious new reality, surviving on her own in New York City. Cast: Kota Johan, Yuri Pleskun. World Premiere. Fiction. Available online for Public.

#letterboxd
cdelon              9

PREMIERES

"The American Society of Magical Negroes" (Kobi Libii) [Premieres]
 — A young man, Aren, is recruited into a secret society of magical Black people who dedicate their lives to a cause of utmost importance: making white people’s lives easier. Cast: Justice Smith, David Alan Grier, An-Li Bogan, Drew Tarver, Rupert Friend, Nicole Byer. World Premiere. Fiction.

Amber Wilkinson         https://www.screendaily.com/reviews/the-american-society-of-magical-negroes-sundance-review/5189646.article
Owen Gleiberman         https://variety.com/2024/film/reviews/the-american-society-of-magical-negroes-review-sundance-1235880390/
#letterboxd
Letterboxd 11_Ratings	4.3  https://letterboxd.com/film/the-american-society-of-magical-negroes/
alysontx            10
j4ro                10
tobiwan89           10
aramos96            10   https://letterboxd.com/aramos96/film/the-american-society-of-magical-negroes/
howardfischer       10   https://letterboxd.com/howardfischer/film/the-american-society-of-magical-negroes/
jenna               10
savannahpr          10
Hannah              10
elleh470            10
Clover_1024         9
Arash Azizi         9
Casey               9
magic2do            9
TheDaejaVu          9
olegault            9
Hudson              9
Kylewoodworth       9
antonvk             9
JaySarye            9
nicole              8   https://letterboxd.com/haileggs/film/the-american-society-of-magical-negroes/
Vivian              8   https://letterboxd.com/v_v_an/film/the-american-society-of-magical-negroes/
Debbie Pennie       8   https://letterboxd.com/dpennie/film/the-american-society-of-magical-negroes/
TheFilmGordon       8
stefre              8   https://letterboxd.com/stefre/film/the-american-society-of-magical-negroes/
gillian82           8   https://letterboxd.com/gillian82/film/the-american-society-of-magical-negroes/
Grady               8   https://letterboxd.com/grady300/film/the-american-society-of-magical-negroes/
Fern                8   https://letterboxd.com/femondra/film/the-american-society-of-magical-negroes/
gschueler           8
maya2000            8   https://letterboxd.com/maya2000/film/the-american-society-of-magical-negroes/
Addison Alley       8   https://letterboxd.com/goodshotjanson/film/the-american-society-of-magical-negroes/
Riya                8   https://letterboxd.com/riyasood/film/the-american-society-of-magical-negroes/
gabbysmith13        8
Aaron White         8
Hannah B.           8
Darren Movie Reviews 8
josh taylor         8
Li Lai              8
ajbt200128          8
sillyajay           8
gl00p_              8
Trase Henricks      7
Josh Scheinman      7
Meghan              7   https://letterboxd.com/meghancook95/film/the-american-society-of-magical-negroes/
Vince               7
burkepagano         7   https://letterboxd.com/burkepagano/film/the-american-society-of-magical-negroes/
jesse               7
Matt Molina         7   https://letterboxd.com/22ndstfilmclub/film/the-american-society-of-magical-negroes/
SamTheEpic          7
Bailey Griffin      7
Jacob_C             7
Joe Botten          7
tokbbini_           7
Sykes               7
leekar27            7
ahmassaro           6
Alex Schwartz       6
Shawn O'Meara       6   https://letterboxd.com/shawno/film/the-american-society-of-magical-negroes/
desha47             6
Christopher Kniep   6   https://letterboxd.com/kilosfilms/film/the-american-society-of-magical-negroes/
malxonmalx          6   https://letterboxd.com/malxonmalx/film/the-american-society-of-magical-negroes/
Philip Utley        6
Annie Westside      6
Ben Tanen           6
Alex Billington     6
adamsoll            6
tinseltwnthotty     5   https://letterboxd.com/tinseltwnthotty/film/the-american-society-of-magical-negroes/
Benedict Seal       5
James Fahey         5   https://letterboxd.com/doctordopamine/film/the-american-society-of-magical-negroes/
Matt Neglia         5   https://letterboxd.com/nextbestpicture/film/the-american-society-of-magical-negroes/
2mm2                5
imnicklazo          5
Austin McCullough   5
Murjani Rawls       4   https://letterboxd.com/murjanirawls/film/the-american-society-of-magical-negroes/
Brit                4
Marco Cerritos      4
Brian Formo         4
Cinema_Snobb        4   https://letterboxd.com/cinema_snobb/film/the-american-society-of-magical-negroes/
juliana             4
Nikki               4
delgales            3   https://letterboxd.com/delgales/film/the-american-society-of-magical-negroes/
Rogerebert.com/reviews 2
Robert Daniels      2   https://letterboxd.com/812filmreviews/film/the-american-society-of-magical-negroes/
Jamie Broadnax      2   https://letterboxd.com/jamiebgn/film/the-american-society-of-magical-negroes/
Ash                 1

"And So It Begins" (Ramona S. Diaz, USA/Philippines) [Documentary Premieres]
 — Amidst the traditional pomp and circumstance of Filipino elections, a quirky people’s movement rises to defend the nation against deepening threats to truth and democracy. In a collective act of joy as a form of resistance, hope flickers against the backdrop of increasing autocracy. World Premiere. Documentary. Available online for Public.

#letterboxd
quietgavin          7

"DEVO" (Chris Smith, UK/USA) [Documentary Premieres]
 — Born in response to the Kent State massacre, new wave band Devo took their concept of “de-evolution” from cult following to near–rock star status with groundbreaking 1980 hit “Whip It” while preaching an urgent social commentary. World Premiere. Documentary.

#letterboxd

"A Different Man" (Aaron Schimberg) [Premieres]
 — Aspiring actor Edward undergoes a radical medical procedure to drastically transform his appearance. But his new dream face quickly turns into a nightmare, as he loses out on the role he was born to play and becomes obsessed with reclaiming what was lost. Cast: Sebastian Stan, Renate Reinsve, Adam Pearson. World Premiere. Fiction.

#letterboxd
Letterboxd 8_Ratings	8.38  https://letterboxd.com/film/a-different-man/
yismicktoro78       8
Trase Henricks      7
Tyler St. Pierre    5

"Freaky Tales" (Ryan Fleck, Anna Boden) [Premieres]
 — In 1987 Oakland, a mysterious force guides The Town’s underdogs in four interconnected tales: Teen punks defend their turf against Nazi skinheads, a rap duo battles for hip-hop immortality, a weary henchman gets a shot at redemption, and an NBA All-Star settles the score. Basically another day in the Bay. Cast: Pedro Pascal, Jay Ellis, Normani Kordei Hamilton, Dominique Thorne, Ben Mendelsohn, Ji-Young Yoo. World Premiere. Fiction.

Peter Debruge           https://variety.com/2024/film/reviews/freaky-tales-review-pedro-pascal-jay-ellis-1235876452/
Amber Wilkinson         https://www.screendaily.com/reviews/freaky-tales-sundance-review/5189590.article
#letterboxd
Letterboxd 10_Ratings	8.80  https://letterboxd.com/film/freaky-tales/
amysticphoenix      10
Mike Taffet         10   https://letterboxd.com/mtaffet/film/freaky-tales/
Edraider23          10
miguel              10   https://letterboxd.com/migueldbj/film/freaky-tales/
Minah Worley _Oh_   10
Peyton Crosby       10
aboutimsz           10
gavennelson         10   https://letterboxd.com/gavennelson/film/freaky-tales/
stfu_wilby          10   https://letterboxd.com/stfu_wilby/film/freaky-tales/
mason               10
cbc435              10
🎞️ film fatale 🎞️   10
dany                10   https://letterboxd.com/barked/film/freaky-tales/
Bailey              10
Manu Ausin          10
Vanessa             10
pitifulcowboy       10
Bob Chen            10
nandies             10
Wael                10
Ashley Ash          10   https://letterboxd.com/lvlcyfilms/film/freaky-tales/
sequore             10
moranosh            10   https://letterboxd.com/moranosh/film/freaky-tales/
j4ro                10
bobbi               10
aramos96            10
Julia               10   https://letterboxd.com/jhavemann/film/freaky-tales/
isabella            10   https://letterboxd.com/isaamess/film/freaky-tales/
thefkinsandes       10
agg                 10   https://letterboxd.com/agg/film/freaky-tales/
henrctrl            10
heaven1017          10
Mary                10
mattyopps           10
jbarillas           10   https://letterboxd.com/jbarillas/film/freaky-tales/
Natalie             10
savannahpr          10
kateyhayes          10
delaneytrione       10
taesflvr            10
elleh470            10
lyvie               10
Izabeln             10
lani                10
shant               10
i6onic              10
vinnie              10
asha pruitt         9
Chris Bible         9   https://letterboxd.com/cbibes/film/freaky-tales/
pay                 9
zachsbackpack       9   https://letterboxd.com/zachsbackpack/film/freaky-tales/
cashmoneyjin        9   https://letterboxd.com/cashmoneyjin/film/freaky-tales/
cambrearose         9   https://letterboxd.com/cambrearose/film/freaky-tales/
Ozzy40              9   https://letterboxd.com/ozzy40/film/freaky-tales/
parker gibbons      9   https://letterboxd.com/parker_gibbons/film/freaky-tales/
Hadar               9
chlooomoney         9   https://letterboxd.com/chlooomoney/film/freaky-tales/
Marsviolence        9   https://letterboxd.com/marsviolence/film/freaky-tales/
elisehernke         9   https://letterboxd.com/elisehernke/film/freaky-tales/
rylie               9
aurora              9
DuncOls             9
Vance Reynolds      9   https://letterboxd.com/sarahstruggle/film/freaky-tales/
Andrew              9
lizabenny           9
Nick Alderink       9
Alejandra Martinez  9   https://letterboxd.com/mtzxale/film/freaky-tales/
gracie              9   https://letterboxd.com/graciecat9/film/freaky-tales/
Matt Pyne           9
Bill Bria           9
Cam                 9
Val                 9   https://letterboxd.com/valflorez/film/freaky-tales/
adesola thomas      9   https://letterboxd.com/adesola_thomas/film/freaky-tales/
lamchristie         9
rachelbdots         9
annajnedavis        9
Alex_B              9
Alex Billington     9
adamsoll            9
Hannah              9
ajbt200128          9
ecw11               8
shubhaj             8
Matt Molina         8   https://letterboxd.com/22ndstfilmclub/film/freaky-tales/
Alice Barros        8   https://letterboxd.com/aliceleigh123/film/freaky-tales/
fpaskoff            8
angieames           8   https://letterboxd.com/angieames/film/freaky-tales/
Nautical_Puns       8   https://letterboxd.com/nautical_puns/film/freaky-tales/
cameronncole        8   https://letterboxd.com/cameronncole/film/freaky-tales/
mollyliu            8
Syd_Jae             8
Rene                8   https://letterboxd.com/abbottcostello/film/freaky-tales/
Yvette              8
lucasvictorino      8
lola d'onofrio      8   https://letterboxd.com/loladonofrio/film/freaky-tales/
Kyle                8   https://letterboxd.com/kwooldridge/film/freaky-tales/
claire              8   https://letterboxd.com/clairefri/film/freaky-tales/
Jason Goodman       8
Sam                 8
millionmanymile     8
Arbiteriscool       8
vanceje             8   https://letterboxd.com/vanceje/film/freaky-tales/
Becky Rice          8   https://letterboxd.com/beckykr/film/freaky-tales/
Harrison Rosemont   8   https://letterboxd.com/brosemont/film/freaky-tales/
Brobot1610          8
makosky             8
Kyle CP             8
Dan                 8   https://letterboxd.com/dantarctica/film/freaky-tales/
BetaBuff            8   https://letterboxd.com/betabuff/film/freaky-tales/
solsticeharris      8   https://letterboxd.com/solsticeharris/film/freaky-tales/
sniederhouse        8   https://letterboxd.com/sniederhouse/film/freaky-tales/
